agey,serogroup,country,survyr,ipd
55,PCV15,South Africa,2017,3
56,PCV15,South Africa,2017,6
57,PCV15,South Africa,2017,8
58,PCV15,South Africa,2017,4
59,PCV15,South Africa,2017,2
60,PCV15,South Africa,2017,5
61,PCV15,South Africa,2017,2
62,PCV15,South Africa,2017,1
63,PCV15,South Africa,2017,3
64,PCV15,South Africa,2017,1
65,PCV15,South Africa,2017,3
66,PCV15,South Africa,2017,3
67,PCV15,South Africa,2017,4
68,PCV15,South Africa,2017,4
69,PCV15,South Africa,2017,3
70,PCV15,South Africa,2017,3
71,PCV15,South Africa,2017,3
72,PCV15,South Africa,2017,2
73,PCV15,South Africa,2017,1
74,PCV15,South Africa,2017,1
75,PCV15,South Africa,2017,4
76,PCV15,South Africa,2017,2
77,PCV15,South Africa,2017,0
78,PCV15,South Africa,2017,0
79,PCV15,South Africa,2017,1
80,PCV15,South Africa,2017,3
81,PCV15,South Africa,2017,2
82,PCV15,South Africa,2017,1
83,PCV15,South Africa,2017,0
84,PCV15,South Africa,2017,1
85,PCV15,South Africa,2017,0
86,PCV15,South Africa,2017,0
87,PCV15,South Africa,2017,1
88,PCV15,South Africa,2017,1
89,PCV15,South Africa,2017,1
90,PCV15,South Africa,2017,0
55,PCV20,South Africa,2017,9
56,PCV20,South Africa,2017,13
57,PCV20,South Africa,2017,13
58,PCV20,South Africa,2017,8
59,PCV20,South Africa,2017,10
60,PCV20,South Africa,2017,8
61,PCV20,South Africa,2017,5
62,PCV20,South Africa,2017,4
63,PCV20,South Africa,2017,4
64,PCV20,South Africa,2017,6
65,PCV20,South Africa,2017,6
66,PCV20,South Africa,2017,7
67,PCV20,South Africa,2017,8
68,PCV20,South Africa,2017,7
69,PCV20,South Africa,2017,5
70,PCV20,South Africa,2017,7
71,PCV20,South Africa,2017,8
72,PCV20,South Africa,2017,5
73,PCV20,South Africa,2017,1
74,PCV20,South Africa,2017,1
75,PCV20,South Africa,2017,5
76,PCV20,South Africa,2017,7
77,PCV20,South Africa,2017,2
78,PCV20,South Africa,2017,1
79,PCV20,South Africa,2017,1
80,PCV20,South Africa,2017,4
81,PCV20,South Africa,2017,5
82,PCV20,South Africa,2017,2
83,PCV20,South Africa,2017,1
84,PCV20,South Africa,2017,3
85,PCV20,South Africa,2017,2
86,PCV20,South Africa,2017,0
87,PCV20,South Africa,2017,1
88,PCV20,South Africa,2017,1
89,PCV20,South Africa,2017,1
90,PCV20,South Africa,2017,2
55,PPV23,South Africa,2017,8
56,PPV23,South Africa,2017,13
57,PPV23,South Africa,2017,13
58,PPV23,South Africa,2017,8
59,PPV23,South Africa,2017,10
60,PPV23,South Africa,2017,9
61,PPV23,South Africa,2017,5
62,PPV23,South Africa,2017,5
63,PPV23,South Africa,2017,6
64,PPV23,South Africa,2017,6
65,PPV23,South Africa,2017,6
66,PPV23,South Africa,2017,6
67,PPV23,South Africa,2017,8
68,PPV23,South Africa,2017,7
69,PPV23,South Africa,2017,5
70,PPV23,South Africa,2017,8
71,PPV23,South Africa,2017,8
72,PPV23,South Africa,2017,4
73,PPV23,South Africa,2017,1
74,PPV23,South Africa,2017,1
75,PPV23,South Africa,2017,5
76,PPV23,South Africa,2017,7
77,PPV23,South Africa,2017,1
78,PPV23,South Africa,2017,1
79,PPV23,South Africa,2017,1
80,PPV23,South Africa,2017,4
81,PPV23,South Africa,2017,5
82,PPV23,South Africa,2017,2
83,PPV23,South Africa,2017,1
84,PPV23,South Africa,2017,3
85,PPV23,South Africa,2017,1
86,PPV23,South Africa,2017,0
87,PPV23,South Africa,2017,1
88,PPV23,South Africa,2017,1
89,PPV23,South Africa,2017,1
90,PPV23,South Africa,2017,3
55,PCV13,South Africa,2018,5
56,PCV13,South Africa,2018,0
57,PCV13,South Africa,2018,3
58,PCV13,South Africa,2018,1
59,PCV13,South Africa,2018,1
60,PCV13,South Africa,2018,3
61,PCV13,South Africa,2018,1
62,PCV13,South Africa,2018,4
63,PCV13,South Africa,2018,2
64,PCV13,South Africa,2018,4
65,PCV13,South Africa,2018,1
66,PCV13,South Africa,2018,5
67,PCV13,South Africa,2018,0
68,PCV13,South Africa,2018,4
69,PCV13,South Africa,2018,2
70,PCV13,South Africa,2018,0
71,PCV13,South Africa,2018,2
72,PCV13,South Africa,2018,2
73,PCV13,South Africa,2018,2
74,PCV13,South Africa,2018,1
75,PCV13,South Africa,2018,2
76,PCV13,South Africa,2018,0
77,PCV13,South Africa,2018,1
78,PCV13,South Africa,2018,2
79,PCV13,South Africa,2018,1
80,PCV13,South Africa,2018,3
81,PCV13,South Africa,2018,2
82,PCV13,South Africa,2018,0
83,PCV13,South Africa,2018,1
84,PCV13,South Africa,2018,0
85,PCV13,South Africa,2018,1
86,PCV13,South Africa,2018,1
87,PCV13,South Africa,2018,1
88,PCV13,South Africa,2018,0
89,PCV13,South Africa,2018,0
90,PCV13,South Africa,2018,2
55,PCV15,South Africa,2018,5
56,PCV15,South Africa,2018,1
57,PCV15,South Africa,2018,3
58,PCV15,South Africa,2018,1
59,PCV15,South Africa,2018,1
60,PCV15,South Africa,2018,3
61,PCV15,South Africa,2018,1
62,PCV15,South Africa,2018,4
63,PCV15,South Africa,2018,2
64,PCV15,South Africa,2018,4
65,PCV15,South Africa,2018,1
66,PCV15,South Africa,2018,5
67,PCV15,South Africa,2018,0
68,PCV15,South Africa,2018,4
69,PCV15,South Africa,2018,2
70,PCV15,South Africa,2018,0
71,PCV15,South Africa,2018,2
72,PCV15,South Africa,2018,2
73,PCV15,South Africa,2018,2
74,PCV15,South Africa,2018,1
75,PCV15,South Africa,2018,2
76,PCV15,South Africa,2018,0
77,PCV15,South Africa,2018,1
78,PCV15,South Africa,2018,2
79,PCV15,South Africa,2018,1
80,PCV15,South Africa,2018,3
81,PCV15,South Africa,2018,3
82,PCV15,South Africa,2018,0
83,PCV15,South Africa,2018,2
84,PCV15,South Africa,2018,0
85,PCV15,South Africa,2018,1
86,PCV15,South Africa,2018,2
87,PCV15,South Africa,2018,1
88,PCV15,South Africa,2018,0
89,PCV15,South Africa,2018,0
90,PCV15,South Africa,2018,2
55,PCV20,South Africa,2018,6
56,PCV20,South Africa,2018,3
57,PCV20,South Africa,2018,7
58,PCV20,South Africa,2018,7
59,PCV20,South Africa,2018,4
60,PCV20,South Africa,2018,5
61,PCV20,South Africa,2018,4
62,PCV20,South Africa,2018,6
63,PCV20,South Africa,2018,3
64,PCV20,South Africa,2018,6
65,PCV20,South Africa,2018,3
66,PCV20,South Africa,2018,9
67,PCV20,South Africa,2018,3
68,PCV20,South Africa,2018,9
69,PCV20,South Africa,2018,11
70,PCV20,South Africa,2018,2
71,PCV20,South Africa,2018,4
72,PCV20,South Africa,2018,3
73,PCV20,South Africa,2018,3
74,PCV20,South Africa,2018,2
75,PCV20,South Africa,2018,4
76,PCV20,South Africa,2018,2
77,PCV20,South Africa,2018,3
78,PCV20,South Africa,2018,3
79,PCV20,South Africa,2018,3
80,PCV20,South Africa,2018,7
81,PCV20,South Africa,2018,3
82,PCV20,South Africa,2018,1
83,PCV20,South Africa,2018,4
84,PCV20,South Africa,2018,0
85,PCV20,South Africa,2018,1
86,PCV20,South Africa,2018,3
87,PCV20,South Africa,2018,1
88,PCV20,South Africa,2018,1
89,PCV20,South Africa,2018,0
90,PCV20,South Africa,2018,3
55,PPV23,South Africa,2018,6
56,PPV23,South Africa,2018,3
57,PPV23,South Africa,2018,8
58,PPV23,South Africa,2018,7
59,PPV23,South Africa,2018,5
60,PPV23,South Africa,2018,4
61,PPV23,South Africa,2018,5
62,PPV23,South Africa,2018,6
63,PPV23,South Africa,2018,3
64,PPV23,South Africa,2018,6
65,PPV23,South Africa,2018,4
66,PPV23,South Africa,2018,7
67,PPV23,South Africa,2018,4
68,PPV23,South Africa,2018,9
69,PPV23,South Africa,2018,11
70,PPV23,South Africa,2018,2
71,PPV23,South Africa,2018,4
72,PPV23,South Africa,2018,3
73,PPV23,South Africa,2018,3
74,PPV23,South Africa,2018,2
75,PPV23,South Africa,2018,3
76,PPV23,South Africa,2018,1
77,PPV23,South Africa,2018,2
78,PPV23,South Africa,2018,3
79,PPV23,South Africa,2018,3
80,PPV23,South Africa,2018,8
81,PPV23,South Africa,2018,3
82,PPV23,South Africa,2018,1
83,PPV23,South Africa,2018,4
84,PPV23,South Africa,2018,0
85,PPV23,South Africa,2018,1
86,PPV23,South Africa,2018,3
87,PPV23,South Africa,2018,1
88,PPV23,South Africa,2018,1
89,PPV23,South Africa,2018,0
90,PPV23,South Africa,2018,3
55,All,South Africa,2015-18,39
56,All,South Africa,2015-18,43
57,All,South Africa,2015-18,45
58,All,South Africa,2015-18,33
59,All,South Africa,2015-18,40
60,All,South Africa,2015-18,33
61,All,South Africa,2015-18,21
62,All,South Africa,2015-18,29
63,All,South Africa,2015-18,30
64,All,South Africa,2015-18,19
65,All,South Africa,2015-18,26
66,All,South Africa,2015-18,34
67,All,South Africa,2015-18,20
68,All,South Africa,2015-18,26
69,All,South Africa,2015-18,29
70,All,South Africa,2015-18,19
71,All,South Africa,2015-18,21
72,All,South Africa,2015-18,14
73,All,South Africa,2015-18,12
74,All,South Africa,2015-18,12
75,All,South Africa,2015-18,19
76,All,South Africa,2015-18,19
77,All,South Africa,2015-18,13
78,All,South Africa,2015-18,10
79,All,South Africa,2015-18,6
80,All,South Africa,2015-18,20
81,All,South Africa,2015-18,14
82,All,South Africa,2015-18,9
83,All,South Africa,2015-18,11
84,All,South Africa,2015-18,9
85,All,South Africa,2015-18,7
86,All,South Africa,2015-18,8
87,All,South Africa,2015-18,9
88,All,South Africa,2015-18,5
89,All,South Africa,2015-18,3
90,All,South Africa,2015-18,15
55,PCV13,England,2017,11
56,PCV13,England,2017,16
57,PCV13,England,2017,9
58,PCV13,England,2017,20
59,PCV13,England,2017,11
60,PCV13,England,2017,23
61,PCV13,England,2017,19
62,PCV13,England,2017,18
63,PCV13,England,2017,16
64,PCV13,England,2017,21
65,PCV13,England,2017,24
66,PCV13,England,2017,25
67,PCV13,England,2017,24
68,PCV13,England,2017,17
69,PCV13,England,2017,16
70,PCV13,England,2017,25
71,PCV13,England,2017,20
72,PCV13,England,2017,16
73,PCV13,England,2017,21
74,PCV13,England,2017,18
75,PCV13,England,2017,31
76,PCV13,England,2017,20
77,PCV13,England,2017,18
78,PCV13,England,2017,27
79,PCV13,England,2017,23
80,PCV13,England,2017,18
81,PCV13,England,2017,22
82,PCV13,England,2017,16
83,PCV13,England,2017,17
84,PCV13,England,2017,16
85,PCV13,England,2017,24
86,PCV13,England,2017,23
87,PCV13,England,2017,21
88,PCV13,England,2017,22
89,PCV13,England,2017,15
90,PCV13,England,2017,108
55,PCV15,England,2017,18
56,PCV15,England,2017,29
57,PCV15,England,2017,20
58,PCV15,England,2017,26
59,PCV15,England,2017,19
60,PCV15,England,2017,31
61,PCV15,England,2017,33
62,PCV15,England,2017,29
63,PCV15,England,2017,25
64,PCV15,England,2017,33
65,PCV15,England,2017,34
66,PCV15,England,2017,34
67,PCV15,England,2017,33
68,PCV15,England,2017,24
69,PCV15,England,2017,33
70,PCV15,England,2017,47
71,PCV15,England,2017,35
72,PCV15,England,2017,27
73,PCV15,England,2017,31
74,PCV15,England,2017,25
75,PCV15,England,2017,42
76,PCV15,England,2017,31
77,PCV15,England,2017,31
78,PCV15,England,2017,39
79,PCV15,England,2017,32
80,PCV15,England,2017,30
81,PCV15,England,2017,38
82,PCV15,England,2017,31
83,PCV15,England,2017,30
84,PCV15,England,2017,28
85,PCV15,England,2017,37
86,PCV15,England,2017,32
87,PCV15,England,2017,31
88,PCV15,England,2017,38
89,PCV15,England,2017,22
90,PCV15,England,2017,160
55,PCV20,England,2017,53
56,PCV20,England,2017,71
57,PCV20,England,2017,53
58,PCV20,England,2017,62
59,PCV20,England,2017,52
60,PCV20,England,2017,75
61,PCV20,England,2017,75
62,PCV20,England,2017,62
63,PCV20,England,2017,67
64,PCV20,England,2017,66
65,PCV20,England,2017,64
66,PCV20,England,2017,75
67,PCV20,England,2017,62
68,PCV20,England,2017,66
69,PCV20,England,2017,73
70,PCV20,England,2017,93
71,PCV20,England,2017,71
72,PCV20,England,2017,56
73,PCV20,England,2017,63
74,PCV20,England,2017,59
75,PCV20,England,2017,72
76,PCV20,England,2017,65
77,PCV20,England,2017,58
78,PCV20,England,2017,70
79,PCV20,England,2017,64
80,PCV20,England,2017,53
81,PCV20,England,2017,68
82,PCV20,England,2017,59
83,PCV20,England,2017,60
84,PCV20,England,2017,51
85,PCV20,England,2017,60
86,PCV20,England,2017,53
87,PCV20,England,2017,55
88,PCV20,England,2017,60
89,PCV20,England,2017,42
90,PCV20,England,2017,244
55,PPV23,England,2017,61
56,PPV23,England,2017,80
57,PPV23,England,2017,59
58,PPV23,England,2017,71
59,PPV23,England,2017,58
60,PPV23,England,2017,90
61,PPV23,England,2017,82
62,PPV23,England,2017,74
63,PPV23,England,2017,75
64,PPV23,England,2017,73
65,PPV23,England,2017,75
66,PPV23,England,2017,84
67,PPV23,England,2017,74
68,PPV23,England,2017,77
69,PPV23,England,2017,84
70,PPV23,England,2017,106
71,PPV23,England,2017,78
72,PPV23,England,2017,66
73,PPV23,England,2017,75
74,PPV23,England,2017,69
75,PPV23,England,2017,80
76,PPV23,England,2017,71
77,PPV23,England,2017,70
78,PPV23,England,2017,79
79,PPV23,England,2017,76
80,PPV23,England,2017,67
81,PPV23,England,2017,76
82,PPV23,England,2017,64
83,PPV23,England,2017,69
84,PPV23,England,2017,56
85,PPV23,England,2017,70
86,PPV23,England,2017,62
87,PPV23,England,2017,66
88,PPV23,England,2017,64
89,PPV23,England,2017,49
90,PPV23,England,2017,289
55,PCV13,England,2018,15
56,PCV13,England,2018,17
57,PCV13,England,2018,15
58,PCV13,England,2018,16
59,PCV13,England,2018,22
60,PCV13,England,2018,16
61,PCV13,England,2018,15
62,PCV13,England,2018,18
63,PCV13,England,2018,24
64,PCV13,England,2018,27
65,PCV13,England,2018,27
66,PCV13,England,2018,27
67,PCV13,England,2018,23
68,PCV13,England,2018,16
69,PCV13,England,2018,17
70,PCV13,England,2018,24
71,PCV13,England,2018,31
72,PCV13,England,2018,24
73,PCV13,England,2018,33
74,PCV13,England,2018,27
75,PCV13,England,2018,24
76,PCV13,England,2018,22
77,PCV13,England,2018,26
78,PCV13,England,2018,24
79,PCV13,England,2018,18
80,PCV13,England,2018,26
81,PCV13,England,2018,22
82,PCV13,England,2018,20
83,PCV13,England,2018,23
84,PCV13,England,2018,21
85,PCV13,England,2018,19
86,PCV13,England,2018,33
87,PCV13,England,2018,18
88,PCV13,England,2018,26
89,PCV13,England,2018,22
90,PCV13,England,2018,92
55,PCV15,England,2018,19
56,PCV15,England,2018,25
57,PCV15,England,2018,21
58,PCV15,England,2018,26
59,PCV15,England,2018,31
60,PCV15,England,2018,29
61,PCV15,England,2018,25
62,PCV15,England,2018,35
63,PCV15,England,2018,39
64,PCV15,England,2018,36
65,PCV15,England,2018,43
66,PCV15,England,2018,37
67,PCV15,England,2018,33
68,PCV15,England,2018,30
69,PCV15,England,2018,28
70,PCV15,England,2018,35
71,PCV15,England,2018,45
72,PCV15,England,2018,34
73,PCV15,England,2018,45
74,PCV15,England,2018,38
75,PCV15,England,2018,32
76,PCV15,England,2018,32
77,PCV15,England,2018,34
78,PCV15,England,2018,34
79,PCV15,England,2018,28
80,PCV15,England,2018,44
81,PCV15,England,2018,29
82,PCV15,England,2018,31
83,PCV15,England,2018,35
84,PCV15,England,2018,31
85,PCV15,England,2018,30
86,PCV15,England,2018,50
87,PCV15,England,2018,28
88,PCV15,England,2018,37
89,PCV15,England,2018,31
90,PCV15,England,2018,140
55,PCV20,England,2018,57
56,PCV20,England,2018,49
57,PCV20,England,2018,53
58,PCV20,England,2018,71
59,PCV20,England,2018,65
60,PCV20,England,2018,73
61,PCV20,England,2018,65
62,PCV20,England,2018,82
63,PCV20,England,2018,71
64,PCV20,England,2018,67
65,PCV20,England,2018,85
66,PCV20,England,2018,72
67,PCV20,England,2018,64
68,PCV20,England,2018,66
69,PCV20,England,2018,71
70,PCV20,England,2018,73
71,PCV20,England,2018,89
72,PCV20,England,2018,82
73,PCV20,England,2018,85
74,PCV20,England,2018,79
75,PCV20,England,2018,64
76,PCV20,England,2018,62
77,PCV20,England,2018,60
78,PCV20,England,2018,65
79,PCV20,England,2018,57
80,PCV20,England,2018,71
81,PCV20,England,2018,63
82,PCV20,England,2018,59
83,PCV20,England,2018,58
84,PCV20,England,2018,53
85,PCV20,England,2018,53
86,PCV20,England,2018,74
87,PCV20,England,2018,45
88,PCV20,England,2018,51
89,PCV20,England,2018,41
90,PCV20,England,2018,235
55,PPV23,England,2018,69
56,PPV23,England,2018,62
57,PPV23,England,2018,61
58,PPV23,England,2018,77
59,PPV23,England,2018,78
60,PPV23,England,2018,79
61,PPV23,England,2018,74
62,PPV23,England,2018,89
63,PPV23,England,2018,80
64,PPV23,England,2018,78
65,PPV23,England,2018,95
66,PPV23,England,2018,77
67,PPV23,England,2018,66
68,PPV23,England,2018,80
69,PPV23,England,2018,78
70,PPV23,England,2018,79
71,PPV23,England,2018,104
72,PPV23,England,2018,93
73,PPV23,England,2018,95
74,PPV23,England,2018,89
75,PPV23,England,2018,71
76,PPV23,England,2018,74
77,PPV23,England,2018,68
78,PPV23,England,2018,74
79,PPV23,England,2018,70
80,PPV23,England,2018,78
81,PPV23,England,2018,68
82,PPV23,England,2018,71
83,PPV23,England,2018,68
84,PPV23,England,2018,64
85,PPV23,England,2018,64
86,PPV23,England,2018,90
87,PPV23,England,2018,54
88,PPV23,England,2018,60
89,PPV23,England,2018,51
90,PPV23,England,2018,268
55,PCV13,England,2019,17
56,PCV13,England,2019,17
57,PCV13,England,2019,18
58,PCV13,England,2019,15
59,PCV13,England,2019,14
60,PCV13,England,2019,16
61,PCV13,England,2019,13
62,PCV13,England,2019,15
63,PCV13,England,2019,16
64,PCV13,England,2019,23
65,PCV13,England,2019,17
66,PCV13,England,2019,19
67,PCV13,England,2019,14
68,PCV13,England,2019,21
69,PCV13,England,2019,26
70,PCV13,England,2019,15
71,PCV13,England,2019,17
72,PCV13,England,2019,29
73,PCV13,England,2019,23
74,PCV13,England,2019,23
75,PCV13,England,2019,21
76,PCV13,England,2019,24
77,PCV13,England,2019,23
78,PCV13,England,2019,26
79,PCV13,England,2019,14
80,PCV13,England,2019,22
81,PCV13,England,2019,19
82,PCV13,England,2019,25
83,PCV13,England,2019,13
84,PCV13,England,2019,21
85,PCV13,England,2019,19
86,PCV13,England,2019,15
87,PCV13,England,2019,20
88,PCV13,England,2019,23
89,PCV13,England,2019,11
90,PCV13,England,2019,94
55,PCV15,England,2019,30
56,PCV15,England,2019,21
57,PCV15,England,2019,22
58,PCV15,England,2019,20
59,PCV15,England,2019,20
60,PCV15,England,2019,25
61,PCV15,England,2019,22
62,PCV15,England,2019,20
63,PCV15,England,2019,25
64,PCV15,England,2019,29
65,PCV15,England,2019,27
66,PCV15,England,2019,29
67,PCV15,England,2019,20
68,PCV15,England,2019,28
69,PCV15,England,2019,36
70,PCV15,England,2019,28
71,PCV15,England,2019,32
72,PCV15,England,2019,39
73,PCV15,England,2019,36
74,PCV15,England,2019,29
75,PCV15,England,2019,35
76,PCV15,England,2019,31
77,PCV15,England,2019,36
78,PCV15,England,2019,39
79,PCV15,England,2019,27
80,PCV15,England,2019,36
81,PCV15,England,2019,24
82,PCV15,England,2019,36
83,PCV15,England,2019,29
84,PCV15,England,2019,31
85,PCV15,England,2019,31
86,PCV15,England,2019,23
87,PCV15,England,2019,32
88,PCV15,England,2019,30
89,PCV15,England,2019,20
90,PCV15,England,2019,159
55,PCV20,England,2019,59
56,PCV20,England,2019,66
57,PCV20,England,2019,64
58,PCV20,England,2019,47
59,PCV20,England,2019,58
60,PCV20,England,2019,62
61,PCV20,England,2019,51
62,PCV20,England,2019,55
63,PCV20,England,2019,58
64,PCV20,England,2019,67
65,PCV20,England,2019,68
66,PCV20,England,2019,68
67,PCV20,England,2019,47
68,PCV20,England,2019,56
69,PCV20,England,2019,76
70,PCV20,England,2019,57
71,PCV20,England,2019,69
72,PCV20,England,2019,69
73,PCV20,England,2019,65
74,PCV20,England,2019,64
75,PCV20,England,2019,74
76,PCV20,England,2019,60
77,PCV20,England,2019,57
78,PCV20,England,2019,70
79,PCV20,England,2019,47
80,PCV20,England,2019,69
81,PCV20,England,2019,55
82,PCV20,England,2019,68
83,PCV20,England,2019,45
84,PCV20,England,2019,53
85,PCV20,England,2019,50
86,PCV20,England,2019,54
87,PCV20,England,2019,53
88,PCV20,England,2019,47
89,PCV20,England,2019,39
90,PCV20,England,2019,230
55,PPV23,England,2019,67
56,PPV23,England,2019,73
57,PPV23,England,2019,76
58,PPV23,England,2019,57
59,PPV23,England,2019,71
60,PPV23,England,2019,72
61,PPV23,England,2019,61
62,PPV23,England,2019,64
63,PPV23,England,2019,67
64,PPV23,England,2019,78
65,PPV23,England,2019,81
66,PPV23,England,2019,76
67,PPV23,England,2019,56
68,PPV23,England,2019,66
69,PPV23,England,2019,82
70,PPV23,England,2019,66
71,PPV23,England,2019,86
72,PPV23,England,2019,78
73,PPV23,England,2019,75
74,PPV23,England,2019,72
75,PPV23,England,2019,86
76,PPV23,England,2019,71
77,PPV23,England,2019,70
78,PPV23,England,2019,85
79,PPV23,England,2019,55
80,PPV23,England,2019,78
81,PPV23,England,2019,65
82,PPV23,England,2019,76
83,PPV23,England,2019,52
84,PPV23,England,2019,62
85,PPV23,England,2019,63
86,PPV23,England,2019,62
87,PPV23,England,2019,63
88,PPV23,England,2019,54
89,PPV23,England,2019,47
90,PPV23,England,2019,268
55,All,England,2017-19,228
56,All,England,2017-19,262
57,All,England,2017-19,238
58,All,England,2017-19,263
59,All,England,2017-19,253
60,All,England,2017-19,284
61,All,England,2017-19,271
62,All,England,2017-19,273
63,All,England,2017-19,271
64,All,England,2017-19,274
65,All,England,2017-19,318
66,All,England,2017-19,292
67,All,England,2017-19,270
68,All,England,2017-19,279
69,All,England,2017-19,310
70,All,England,2017-19,323
71,All,England,2017-19,343
72,All,England,2017-19,319
73,All,England,2017-19,322
74,All,England,2017-19,311
75,All,England,2017-19,317
76,All,England,2017-19,297
77,All,England,2017-19,289
78,All,England,2017-19,318
79,All,England,2017-19,283
80,All,England,2017-19,312
81,All,England,2017-19,307
82,All,England,2017-19,288
83,All,England,2017-19,282
84,All,England,2017-19,266
85,All,England,2017-19,287
86,All,England,2017-19,293
87,All,England,2017-19,273
88,All,England,2017-19,256
89,All,England,2017-19,240
90,All,England,2017-19,1240
55,All,Malawi,2015-18,8
60,All,Malawi,2015-18,7
65,All,Malawi,2015-18,3
70,All,Malawi,2015-18,1
75,All,Malawi,2015-18,1
80,All,Malawi,2015-18,3
85,All,Malawi,2015-18,1